STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	107	4	19	6392017	6351516	980263	9	9	100	4	1	0	0	0	4	0	1	0	0
9999	2	8	108	4	21	6392017	6351516	372933	11	10	98.0132	1	1	0	0	0	1	0	1	0	0
9999	2	8	109	4	23	6392017	6351516	46507	3	2	95.4003	0	0	0	0	0	0	0	0	0	0
9999	2	8	110	4	25	6392017	6351516	211033	10	11	100	1	0	0	0	0	1	0	0	0	0
9999	2	8	111	4	27	6392017	6351516	170246	6	4	100	1	0	0	0	0	1	0	0	0	0
9999	2	8	112	4	777	6392017	6351516	0	22	22	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	113	5	1	2915918	2791891	19019	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	114	5	3	2915918	2791891	21853	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	115	5	5	2915918	2791891	41513	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	116	5	7	2915918	2791891	220828	16	16	99.978	0	0	0	0	0	0	0	0	0	0
9999	2	8	117	5	9	2915918	2791891	36903	3	3	97.8809	0	0	0	0	0	0	0	0	0	0
9999	2	8	118	5	11	2915918	2791891	10678	3	2	85.4061	0	0	0	0	0	0	0	0	0	0
9999	2	8	119	5	13	2915918	2791891	5368	2	2	81.1662	0	0	0	0	0	0	0	0	0	0
9999	2	8	120	5	15	2915918	2791891	27446	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	121	5	17	2915918	2791891	11800	4	4	75.8644	0	0	0	0	0	0	0	0	0	0
9999	2	8	122	5	19	2915918	2791891	22995	5	5	99.0795	0	0	0	0	0	0	0	0	0	0
9999	2	8	123	5	21	2915918	2791891	16083	3	3	56.0566	0	0	0	0	0	0	0	0	0	0
9999	2	8	124	5	23	2915918	2791891	25970	4	5	99.7141	0	0	0	0	0	0	0	0	0	0
9999	2	8	125	5	25	2915918	2791891	8689	2	2	92.2661	0	0	0	0	0	0	0	0	0	0
9999	2	8	126	5	27	2915918	2791891	24552	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	127	5	29	2915918	2791891	21273	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	128	5	31	2915918	2791891	95164	8	7	97.2512	0	0	0	0	0	0	0	0	0	0
9999	2	8	129	5	33	2915918	2791891	61948	4	4	99.7774	0	0	0	0	0	0	0	0	0	0
9999	2	8	130	5	35	2915918	2791891	50902	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	131	5	37	2915918	2791891	17870	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	132	5	39	2915918	2791891	8116	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	133	5	41	2915918	2791891	9291	4	3	98.6869	0	0	0	0	0	0	0	0	0	0
9999	2	8	134	5	43	2915918	2791891	18509	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	135	5	45	2915918	2791891	113237	7	8	99.9479	0	0	0	0	0	0	0	0	0	0
9999	2	8	136	5	47	2915918	2791891	18125	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	137	5	49	2915918	2791891	12245	3	5	92.0212	0	0	0	0	0	0	0	0	0	0
9999	2	8	138	5	51	2915918	2791891	96024	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	139	5	53	2915918	2791891	17853	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	140	5	55	2915918	2791891	42090	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	141	5	57	2915918	2791891	22609	2	2	90.7751	0	0	0	0	0	0	0	0	0	0
9999	2	8	142	5	59	2915918	2791891	10318	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	143	5	61	2915918	2791891	12656	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	144	5	63	2915918	2791891	36647	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	145	5	65	2915918	2791891	13696	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	146	5	67	2915918	2791891	17199	5	4	97.557	0	0	0	0	0	0	0	0	0	0
9999	2	8	147	5	69	2915918	2791891	76451	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	148	5	71	2915918	2791891	25540	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	149	5	73	2915918	2791891	7645	3	3	94.9073	0	0	0	0	0	0	0	0	0	0
9999	2	8	150	5	75	2915918	2791891	17415	4	4	89.7741	0	0	0	0	0	0	0	0	0	0
9999	2	8	151	5	77	2915918	2791891	10424	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	152	5	79	2915918	2791891	13297	3	2	98.5749	0	0	0	0	0	0	0	0	0	0
9999	2	8	153	5	81	2915918	2791891	13171	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	154	5	83	2915918	2791891	22353	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	155	5	85	2915918	2791891	65531	7	6	98.7042	0	0	0	0	0	0	0	0	0	0
9999	2	8	156	5	87	2915918	2791891	13371	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	157	5	89	2915918	2791891	16653	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	158	5	91	2915918	2791891	43462	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	159	5	93	2915918	2791891	44487	8	7	98.1624	0	0	0	0	0	0	0	0	0	0
9999	2	8	160	5	95	2915918	2791891	8149	3	3	78.4513	0	0	0	0	0	0	0	0	0	0
9999	2	8	161	5	97	2915918	2791891	9487	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	162	5	99	2915918	2791891	8997	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	163	5	101	2915918	2791891	8330	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	164	5	103	2915918	2791891	26120	3	3	99.3836	0	0	0	0	0	0	0	0	0	0
9999	2	8	165	5	105	2915918	2791891	10445	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	166	5	107	2915918	2791891	13468	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	167	5	109	2915918	2791891	11291	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	168	5	111	2915918	2791891	24583	6	6	98.2535	0	0	0	0	0	0	0	0	0	0
9999	2	8	169	5	113	2915918	2791891	20662	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	170	5	115	2915918	2791891	61754	6	6	98.3264	0	0	0	0	0	0	0	0	0	0
9999	2	8	171	5	117	2915918	2791891	8096	4	3	98.2327	0	0	0	0	0	0	0	0	0	0
9999	2	8	172	5	119	2915918	2791891	382748	11	10	99.9833	0	0	0	0	0	0	0	0	0	0
9999	2	8	173	5	121	2915918	2791891	17969	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	174	5	123	2915918	2791891	28258	3	3	99.5464	0	0	0	0	0	0	0	0	0	0
9999	2	8	175	5	125	2915918	2791891	47369	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	176	5	127	2915918	2791891	10817	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	177	5	129	2915918	2791891	8195	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	178	5	131	2915918	2791891	125021	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	179	5	133	2915918	2791891	17058	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	180	5	135	2915918	2791891	8689	6	6	95.8492	0	0	0	0	0	0	0	0	0	0
9999	2	8	181	5	137	2915918	2791891	12394	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	182	5	139	2915918	2791891	39774	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	183	5	141	2915918	2791891	17295	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	184	5	143	2915918	2791891	203065	10	10	99.799	0	0	0	0	0	0	0	0	0	0
9999	2	8	185	5	145	2915918	2791891	76475	11	10	99.9257	0	0	0	0	0	0	0	0	0	0
